feature	logFC	AveExpr	t	P.Value	adj.P.Val	B
ILMN_2330382	-0.442055967038887	7.19324407077601	-4.67333439678148	8.47133631904123e-06	0.0122363369621631	3.3385875699019
ILMN_1679690	0.321258562921023	3.78100561401939	4.64951904002071	9.3299673430943e-06	0.0122363369621631	3.25336957971052
ILMN_1840508	-0.353493633978174	3.87202499300295	-4.64838894184271	9.3727396589446e-06	0.0122363369621631	3.24933270740046
ILMN_1759380	-0.389369876199119	3.5145652353447	-4.63713256720171	9.80927114348159e-06	0.0122363369621631	3.20915773927177
ILMN_1680874	-0.437753103543731	9.02688658402605	-4.63342115538318	9.95747046097575e-06	0.0122363369621631	3.19592512295726
ILMN_3241409	0.385460565196113	3.84083267647846	4.62713614526564	1.02133924153178e-05	0.0122363369621631	3.173532195509
ILMN_1751839	-0.36398949798149	2.80219868010094	-4.62040415293881	1.04945758978298e-05	0.0122363369621631	3.14956844790745
ILMN_1750324	0.529652750417284	4.55411591817754	4.61180391548693	1.08647090799066e-05	0.0122720284279133	3.11898711782947
ILMN_1784655	-0.42174800868054	3.32712483482461	-4.53203671827431	1.49565526575035e-05	0.0154950854848423	2.83711281386649
ILMN_2077758	0.357881518356467	3.91752749518406	4.53116079095536	1.50088596358004e-05	0.0154950854848423	2.83403539723241
ILMN_1751753	-0.442465582556926	3.8852705866968	-4.52857027696291	1.5164591729405e-05	0.0154950854848423	2.8249363693032
ILMN_1860963	0.336348232098141	6.03579197506326	4.52416643267697	1.54329250921101e-05	0.0154950854848423	2.80947597757648
ILMN_1687974	-0.351437934744767	5.01398556995504	-4.50529144813626	1.66358942342608e-05	0.0162514701918205	2.74332463236569
ILMN_1747303	0.316819438369259	4.80089108125325	4.49526140347341	1.7311501092883e-05	0.0164664265000594	2.70824653923966
ILMN_1693709	0.422439515645944	2.71359594356206	4.48713089368744	1.78785331751456e-05	0.0165697328619394	2.67984966201144
ILMN_1662935	0.354456688772284	3.08300146091856	4.47402995351229	1.8830133350728e-05	0.0169627121096469	2.6341646291251
ILMN_3285276	0.270236200614179	5.27080400982269	4.46856806092064	1.92411452896811e-05	0.0169627121096469	2.61514436099435
ILMN_1749243	0.354862546435968	2.7967572423456	4.46144550604576	1.97901509100876e-05	0.0170313096344076	2.5903642941188
ILMN_1667796	-0.703462859071147	6.85355304530063	-4.44563555536934	2.10633365700115e-05	0.0173814485762139	2.53545409810046
ILMN_1807088	0.46843729804214	3.06728860917361	4.43775859362841	2.1726821973433e-05	0.0173814485762139	2.50814489144467
ILMN_1677768	0.329605283555126	3.20761555004939	4.43443344313919	2.201291570824e-05	0.0173814485762139	2.49662641240795
ILMN_1713759	0.375310989635684	3.8979226781806	4.43319344253756	2.21205321484531e-05	0.0173814485762139	2.49233247106121
ILMN_1772370	0.349734176333905	3.2449308421038	4.41926504660391	2.33647490782427e-05	0.0176358620295882	2.44415577665313
ILMN_1664937	0.321348995551575	2.7811076370542	4.41526695242832	2.3734190780995e-05	0.0176358620295882	2.43034563136482
ILMN_1898561	-0.320232495185656	3.70249798291086	-4.41340594776316	2.39080713639458e-05	0.0176358620295882	2.42392024682792
ILMN_2391683	-0.343654028717928	2.7559040218731	-4.38133916386647	2.71043377277004e-05	0.0195937257433546	2.31349185638624
ILMN_1773079	0.395677123730989	2.87666964210005	4.37610387915272	2.76638291506338e-05	0.0196060608754835	2.29551475628653
ILMN_1665585	0.329027838273052	3.25990888764032	4.36011392571084	2.94424249233505e-05	0.0203135765960633	2.2406980898409
ILMN_1745148	0.344404159074446	3.39017689654621	4.35713160232604	2.97861269772127e-05	0.0203135765960633	2.23048917268706
ILMN_1662141	-0.367906041339169	3.77520031988044	-4.34246268677077	3.15337005300396e-05	0.0210875882248881	2.18034453752638
ILMN_1779235	0.38947142283307	4.08303365798899	4.33659366396266	3.22602111554133e-05	0.0210875882248881	2.16031396114945
ILMN_3308020	0.332392579974355	3.67123940575587	4.33332870070098	3.2671322191001e-05	0.0210875882248881	2.14917886032319
ILMN_1728914	0.269011944266301	4.91878113211735	4.32338570823941	3.39546128990137e-05	0.0215313944427167	2.11530373090518
